Name,SMILES,InChI,InChIKey,Source,FooDB ID,DNMT1,DNMT3a,DNMT3b,HAT/Ep300,HAT2B/Ep300,HAT3B/p300,EZH2,PRMT1,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HDAC10,HDAC11,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SIRT7,LSD1,KDM1A,KDM1B,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4B,KDM4C,KDM4D,KDM5A,KDM5B,KDM5C,KDM5D,KDM6A,KDM6B,KDM7A,KDM8,BET/BRD4,Unknown epigenetic target DNMT,Unknown epigenetic target HAT,Unknown epigenetic target HDAC,Unknown epigenetic target,Total Targets,COCONUT ID,DOI
Theanine,CCNC(=O)CC[C@H](N)C(O)=O,"InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t5-/m0/s1",DATAGRPVKZEWHA-YFKPBYRVSA-N,"Tea leaves (green tea, matcha)",FDB012738,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0109625,10.4103/1995-7645.272482
Thiamine,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,"InChI=1S/C12H17N4OS.ClH/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13;/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15);1H/q+1;/p-1",MYVIATVLJGTBFV-UHFFFAOYSA-M,"Whole grains, meat, fish, legumes, nuts",FDB008424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Not in database,10.1016/bs.afnr.2017.11.001
Thymoquinone,CC(C)C1=CC(=O)C(=CC1=O)C,"InChI=1S/C10H12O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6H,1-3H3",KEQHJBNSCLWCAE-UHFFFAOYSA-N,Black cumin seed (Nigella sativa),FDB013274,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CNP0156134,"10.3390/nu13113714,10.1016/j.biopha.2020.111157"
Trichostatin A,CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,"InChI=1S/C17H22N2O3/c1-12(5-10-16(20)18-22)11-13(2)17(21)14-6-8-15(9-7-14)19(3)4/h5-11,13,22H,1-4H3,(H,18,20)/b10-5+,12-11+",RTKIYFITIVXBLE-WKWSCTOISA-N,Fungi,Not in database,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,CNP0213302,"10.15302/J-FASE-2018228,10.4103/ijmr.IJMR_2096_17"
Ubiquinol,COc1c(O)c(C)c(C\C=C(C)\CCC=C(C)C)c(O)c1OC,"InChI=1S/C19H28O4/c1-12(2)8-7-9-13(3)10-11-15-14(4)16(20)18(22-5)19(23-6)17(15)21/h8,10,20-21H,7,9,11H2,1-6H3/b13-10+",RNUCUWWMTTWKAH-JLHYYAGUSA-N,"Meat, fish, whole grains",FDB022543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0017810,10.1016/j.arr.2017.09.006
Ursolic Acid,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,"InChI=1S/C30H48O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24,31H,9-17H2,1-7H3,(H,32,33)/t18-,19+,21+,22-,23+,24+,27+,28-,29-,30+/m1/s1",WCGUUGGRBIKTOS-GPOJBZKASA-N,"Apples, cranberries, rosemary, holy basil",FDB014373,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,CNP0250330,"10.3390/nu13113714,10.3390/antiox10121859,10.3390/antiox9090865"
Vincristine,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,"InChI=1S/C46H56N4O10/c1-7-42(55)22-28-23-45(40(53)58-5,36-30(14-18-48(24-28)25-42)29-12-9-10-13-33(29)47-36)32-20-31-34(21-35(32)57-4)50(26-51)38-44(31)16-19-49-17-11-15-43(8-2,37(44)49)39(60-27(3)52)46(38,56)41(54)59-6/h9-13,15,20-21,26,28,37-39,47,55-56H,7-8,14,16-19,22-25H2,1-6H3/t28-,37+,38-,39-,42+,43-,44-,45+,46+/m1/s1",OGWKCGZFUXNPDA-XQKSVPLYSA-N,Vinca alkaloid found in Vinca rosea (periwinkle),Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,CNP0117742,"10.3390/nu13113714,10.1002/ptr.7069"
Vitamin B,NC(=O)c1cccnc1,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,"Various foods (meat, poultry, fish, dairy products, whole grains, legumes, leafy greens)",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0150794,10.3390/medicina58010016
Vitamin B-12,C[C@@H]1CNC(=O)CC[C@]2(C)[C@@H](CC(N)=O)[C@H]3N4[Co+]|5|6(|n7cn([C@H]8O[C@H](CO)[C@@H](O[P]([O-])(=O)O1)[C@H]8O)c9cc(C)c(C)cc79)(|N%10=C(C=C%11N|5=C([C@@H](CCC(N)=O)C%11(C)C)C(=C24)C)[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)C%10=C(C)C%12=N|6[C@]3(C)[C@@](C)(CC(N)=O)[C@@H]%12CCC(N)=O)C#N,,,"Animal-based foods (meat, poultry, fish, dairy products, eggs)",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Not in database,"10.1007/s40572-019-0226-3,10.3168/jds.2019-17319,10.1002/mnfr.201900377,10.3390/ijms20020319"
Vitamin C,OC[C@H](O)[C@H]1OC(=O)C(=C1O)O,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1",CIWBSHSKHKDKBQ-JLAZNSOCSA-N,"Fruits (citrus fruits, strawberries, kiwi), vegetables (bell peppers, leafy greens)",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0367758,"10.2174/1574888X16666210714152730,10.3390/ijms23031208,10.3389/fgene.2021.675780,10.3389/fimmu.2021.765906,10.1002/JLB.1MR1219-245R,10.3389/fpls.2018.02006,10.2174/1568026619666191202155738,10.1155/2017/8936156,10.1097/BOR.0000000000000393,10.1016/j.freeradbiomed.2021.03.017,10.5604/01.3001.0010.3853,10.32607/actanaturae.11060,10.1021/acs.chemrestox.0c00348,10.5604/01.3001.0013.6926,10.3390/antiox8110519,10.2174/1871530319666190529101816,10.1016/j.semcancer.2017.11.001,10.1080/10408398.2020.1712674,10.3390/nu9090962,10.3390/nu12092738,10.1016/j.ijdevneu.2018.09.001"
Vitamin D,CC(C)C(C)\C=C\C(C)C1CCC2C(/CCCC12C)=C/C=C3\CC(O)CCC3=C,"InChI=1S/C28H44O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-20,22,25-27,29H,4,7-8,11,14-18H2,1-3,5-6H3/b10-9+,23-12+,24-13+",MECHNRXZTMCUDQ-ZJGOHBTISA-N,"Fatty fish, egg yolks, sunlight exposure, fortified dairy products",FDB021586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0343062,"10.3390/nu14204286,10.3389/fendo.2022.992666,10.4329/wjr.v14.i6.114,10.2174/1389200223666220627104139,10.3390/children8030177,10.1177/1759720X211006979,10.3390/app10061973,10.3390/ijms21239296,10.3390/biomedicines8030046,10.1002/mnfr.202000437,10.3390/ijms20194907,10.1530/JOE-18-0541,10.1097/MNH.0000000000000508,10.3389/fgene.2019.00455,10.1038/s12276-018-0038-9,10.1111/jcmm.13607,10.2174/0929867324666171107103114,10.1111/eci.12899,10.1159/000455914,10.33549/physiolres.933720,10.2174/0929867324666161117155325,10.1016/j.jsbmb.2016.11.020,10.1093/nutrit/nuw056,10.1152/physiolgenomics.00060.2017,10.1016/j.aller.2017.01.003,10.3389/fimmu.2017.00336,10.1007/978-981-15-3449-2_12,10.1177/2055217317727295,10.3390/ijms232012292,10.1093/ofid/ofab064,10.1113/JP274887,10.3897/folmed.62.e50204.,10.3390/nu15030767,10.1002/nau.23725,10.3390/nu15030533,10.3389/fnut.2022.992986,10.1039/d2fo00822j,10.23736/S2724-5276.20.06166-6,10.1007/s00011-020-01425-y,10.1002/biof.1728,10.3390/nu12103118,10.33588/rn.7010.2020121,10.3389/fnut.2020.558598,10.3390/cancers12102965,10.1007/s42000-020-00197-8,10.2174/1871530319666190529101816,10.1093/nutrit/nuy034,10.1038/nrneurol.2016.187,10.1556/650.2017.30855,10.1016/j.encep.2016.07.007,10.1080/10408398.2020.1712674,10.1016/j.lfs.2021.120191,10.3390/nu13124345,10.3390/nu9090962,10.3390/nu12051355,10.1007/978-981-10-5526-3_2,10.1007/s13668-022-00402-7,10.3390/nu12092738,10.20960/nh.02810,10.2174/1872312814999211130093625,10.1615/CritRevEukaryotGeneExpr.2021037995"
Vitamin D3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)CCC3=C,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1",QYSXJUFSXHHAJI-YRZJJWOYSA-N,"Fatty fish, fortified dairy products, sunlight exposure",FDB012732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CNP0338526,"10.1007/s11356-021-15594-8,10.2217/epi-2018-0081,10.1016/j.arr.2017.09.006"
Vitamin E,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,"InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3/t21-,22-,29-/m1/s1",GVJHHUAWPYXKBD-IEOSBIPESA-N,"Nuts, seeds, vegetable oils (sunflower oil, olive oil)",FDB000565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,"10.1007/s11356-021-15594-8,10.1002/biof.1728,10.3390/nu14102150,10.3390/nu10121919,10.2174/1871530319666190529101816,10.3390/nu9090962,10.2174/1872312814999211130093625,10.1016/j.ijdevneu.2018.09.001"
Withaferin A  (WA),CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)CO,"InChI=1S/C28H38O6/c1-14-11-21(33-25(32)17(14)13-29)15(2)18-5-6-19-16-12-24-28(34-24)23(31)8-7-22(30)27(28,4)20(16)9-10-26(18,19)3/h7-8,15-16,18-21,23-24,29,31H,5-6,9-13H2,1-4H3/t15-,16-,18+,19-,20-,21+,23-,24+,26+,27-,28+/m0/s1",DBRXOUCRJQVYJQ-CKNDUULBSA-N,Ashwagandha plant,Not in database,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CNP0288148,10.1007/s11356-021-15594-8
Wogonoside,COc1c(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)cc(O)c3C(=O)C=C(Oc13)c4ccccc4,"InChI=1S/C22H20O11/c1-30-18-13(32-22-17(27)15(25)16(26)20(33-22)21(28)29)8-11(24)14-10(23)7-12(31-19(14)18)9-5-3-2-4-6-9/h2-8,15-17,20,22,24-27H,1H3,(H,28,29)/t15-,16-,17+,20-,22+/m0/s1",LNOHXHDWGCMVCO-NTKSAMNMSA-N,Scutellaria baicalensis (Chinese skullcap),Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0228690,10.1016/j.apsb.2020.06.007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xanthohumol,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)\C=C\c2ccc(O)cc2,"InChI=1S/C21H22O5/c1-13(2)4-10-16-18(24)12-19(26-3)20(21(16)25)17(23)11-7-14-5-8-15(22)9-6-14/h4-9,11-12,22,24-25H,10H2,1-3H3/b11-7+",ORXQGKIUCDPEAJ-YRNVUSSQSA-N,Hops (used in beer production),FDB016545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CNP0257129,10.3390/ijms20184567
Z-ligustilide,CCCC=C1C2=C(C=CCC2)C(=O)O1,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h5,7-8H,2-4,6H2,1H3/b11-8-",IQVQXVFMNOFTMU-FLIBITNWSA-N,Dong quai plant,FDB012613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CNP0275748,10.3390/nu13113714
Zerumbone,C\C1=C/CC(C)(C)\C=C\C(=O)C(=C/CC1)/C,"InChI=1S/C15H22O/c1-12-6-5-7-13(2)14(16)9-11-15(3,4)10-8-12/h7-9,11H,5-6,10H2,1-4H3/b11-9+,12-8+,13-7+",GIHNTRQPEMKFKO-SKTNYSRSSA-N,Zingiber zerumbet (a type of ginger),FDB015595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CNP0275748,10.1002/tcr.201800133
